Species;SampleID;Ind;Rep;conidL;conidW;conidiophL;conidiophW;conidA;PictureID
Fprui;UZ_55.22(3)_R308;553;R3;4,321;2,146;13,111;1,707;6,898;UZ_55.22(3)_R3_100x_008 & 009
Fprui;UZ_55.22(3)_R309;553;R3;4,459;2,218;10,161;1,185;9,374;UZ_55.22(3)_R3_100x_009_ED
Fprui;UZ_55.22(3)_R310;553;R3;4,892;2,011;18,02;1,699;7,978;UZ_55.22(3)_R3_100x_010
Fprui;UZ_55.22(4)_R101;554;R1;5,584;1,878;17,157;1,734;9,178;UZ_55.22(4)_R1_100x_001
Fprui;UZ_55.22(4)_R102;554;R1;5,061;2,099;15,468;1,717;7,478;UZ_55.22(4)_R1_100x_002_ED
Fprui;UZ_55.22(4)_R103;554;R1;5,445;2,182;19,242;1,439;9,538;UZ_55.22(4)_R1_100x_003 & 002
Fprui;UZ_55.22(4)_R104;554;R1;5,347;2,021;17,621;1,86;8,686;UZ_55.22(4)_R1_100x_004
Fprui;UZ_55.22(4)_R105;554;R1;5,077;2,263;13,313;1,228;9,094;UZ_55.22(4)_R1_100x_005
Fprui;UZ_55.22(4)_R106;554;R1;5,148;2,01;10,926;2,088;8,882;UZ_55.22(4)_R1_100x_005 & 006
Fprui;UZ_55.22(4)_R107;554;R1;5,905;2,035;15,175;1,546;9,25;UZ_55.22(4)_R1_100x_008_ED
Fprui;UZ_55.22(4)_R108;554;R1;5,683;2,015;13,007;1,205;9,694;UZ_55.22(4)_R1_100x_008_ED
Fprui;UZ_55.22(4)_R109;554;R1;5,693;2;15,242;1,674;9,25;UZ_55.22(4)_R1_100x_008_ED
Fprui;UZ_55.22(4)_R110;554;R1;4,306;2,024;15,4;1,586;7,154;UZ_55.22(4)_R1_100x_009
Fprui;UZ_55.22(4)_R201;554;R2;6,399;1,935;17,904;1,235;10,602;UZ_55.22(4)_R2_100x_001_ED
Fprui;UZ_55.22(4)_R202;554;R2;4,66;2,103;13,018;1,167;8,102;UZ_55.22(4)_R2_100x_002
Fprui;UZ_55.22(4)_R203;554;R2;5,601;2,309;14,747;1,404;10,75;UZ_55.22(4)_R2_100x_003_ED
Fprui;UZ_55.22(4)_R204;554;R2;6,123;1,942;18,256;1,981;10,286;UZ_55.22(4)_R2_100x_004_ED
Fprui;UZ_55.22(4)_R205;554;R2;6,245;2,33;16,634;1,702;10,818;UZ_55.22(4)_R2_100x_005_ED
Fprui;UZ_55.22(4)_R206;554;R2;5,101;2,17;15,987;1,438;8,842;UZ_55.22(4)_R2_100x_006_ED
Fprui;UZ_55.22(4)_R207;554;R2;5,323;2,125;13,062;1,932;9,598;UZ_55.22(4)_R2_100x_006_ED
Fprui;UZ_55.22(4)_R208;554;R2;5,751;2,21;14,618;1,456;11,042;UZ_55.22(4)_R2_100x_007_ED
Fprui;UZ_55.22(4)_R209;554;R2;5,851;1,903;18,518;1,924;9,194;UZ_55.22(4)_R2_100x_007_ED
Fprui;UZ_55.22(4)_R210;554;R2;5,309;2,151;12,052;1,281;9,614;UZ_55.22(4)_R2_100x_008_ED
Fprui;UZ_55.22(4)_R301;554;R3;5,625;2,333;16,805;1,599;9,15;UZ_55.22(4)_R3_100x_001_ED
Fprui;UZ_55.22(4)_R302;554;R3;5,615;2,01;14,172;1,495;10,222;UZ_55.22(4)_R3_100x_001_ED
Fprui;UZ_55.22(4)_R303;554;R3;5,573;2,065;17,372;1,539;10,738;UZ_55.22(4)_R3_100x_002_ED
Fprui;UZ_55.22(4)_R304;554;R3;4,88;2,155;13,791;1,416;8,046;UZ_55.22(4)_R3_100x_003_ED
Fprui;UZ_55.22(4)_R305;554;R3;4,613;1,67;19,084;1,839;6,9;UZ_55.22(4)_R3_100x_004
Fprui;UZ_55.22(4)_R306;554;R3;5,979;2,073;16,611;1,654;10,714;UZ_55.22(4)_R3_100x_005_ED
Fprui;UZ_55.22(4)_R307;554;R3;4,702;2,038;14,318;1,279;8,89;UZ_55.22(4)_R3_100x_005_ED
Fprui;UZ_55.22(4)_R308;554;R3;5,102;2,26;17,383;1,762;9,946;UZ_55.22(4)_R3_100x_006_ED
Fprui;UZ_55.22(4)_R309;554;R3;6,179;2,005;12,707;1,567;11,623;UZ_55.22(4)_R3_100x_007_ED
Fprui;UZ_55.22(4)_R310;554;R3;5,055;2,081;17,902;1,336;7,482;UZ_55.22(4)_R3_100x_007_ED
Farun;UZ_2.23(3)_R101;23;R1;6,229;2,016;14,076;1,596;11,27;UZ_2.23(3)_R1_100x_001
Farun;UZ_2.23(3)_R102;23;R1;8,472;1,916;23,03;1,881;15,019;UZ_2.23(3)_R1_100x_001
Farun;UZ_2.23(3)_R103;23;R1;7,655;2,119;26,714;1,671;12,28;UZ_2.23(3)_R1_100x_003_ED & 002
Farun;UZ_2.23(3)_R104;23;R1;6,941;1,889;21,727;1,421;11,535;UZ_2.23(3)_R1_100x_004_ED & 002
Farun;UZ_2.23(3)_R105;23;R1;7,305;1,771;17,547;1,721;11,242;UZ_2.23(3)_R1_100x_004
Farun;UZ_2.23(3)_R106;23;R1;8,046;1,832;13,527;1,169;12,579;UZ_2.23(3)_R1_100x_005_ED & 004
Farun;UZ_2.23(3)_R107;23;R1;9,01;2,059;18,411;2,484;15,979;UZ_2.23(3)_R1_100x_005_ED & 007
Farun;UZ_2.23(3)_R108;23;R1;8,403;1,975;19,913;1,726;13,279;UZ_2.23(3)_R1_100x_005_ED & 008
Farun;UZ_2.23(3)_R109;23;R1;7,68;2,47;25,416;2,103;14,939;UZ_2.23(3)_R1_100x_006_ED & 009
Farun;UZ_2.23(3)_R110;23;R1;8,674;2,349;19,004;1,757;15,859;UZ_2.23(3)_R1_100x_006_ED & 010
Farun;UZ_2.23(3)_R201;23;R2;7,728;1,963;19,041;1,403;13,415;UZ_2.23(3)_R2_100x_001 & 002
Farun;UZ_2.23(3)_R202;23;R2;8,669;2,158;23,216;1,97;14,319;UZ_2.23(3)_R2_100x_003 & 005
Farun;UZ_2.23(3)_R203;23;R2;8,027;1,662;13,62;1,489;11,991;UZ_2.23(3)_R2_100x_004 & 006
Farun;UZ_2.23(3)_R204;23;R2;8,082;1,634;14,896;1,509;12,063;UZ_2.23(3)_R2_100x_007 & 008
Farun;UZ_2.23(3)_R205;23;R2;9,136;1,925;24,59;1,551;15,503;UZ_2.23(3)_R2_100x_015_ED & 009
Farun;UZ_2.23(3)_R206;23;R2;7,865;1,927;18,541;1,911;12,883;UZ_2.23(3)_R2_100x_016 & 010
Farun;UZ_2.23(3)_R207;23;R2;7,886;2,147;12,719;1,39;13,191;UZ_2.23(3)_R2_100x_017 & 011
Farun;UZ_2.23(3)_R208;23;R2;7,339;1,62;13,333;1,217;12,439;UZ_2.23(3)_R2_100x_018_ED & 012
Farun;UZ_2.23(3)_R209;23;R2;7,573;1,946;24,835;1,81;15,307;UZ_2.23(3)_R2_100x_019 & 013
Farun;UZ_2.23(3)_R210;23;R2;6,89;2,006;27,887;1,471;10,74;UZ_2.23(3)_R2_100x_020 & 014
Farun;UZ_2.23(3)_R301;23;R3;8,049;2,343;15,103;1,478;17,292;UZ_2.23(3)_R3_100x_003_ED & 001
Farun;UZ_2.23(3)_R302;23;R3;7,143;2,033;11,602;1,281;11,47;UZ_2.23(3)_R3_100x_006 & 002
Farun;UZ_2.23(3)_R303;23;R3;9,386;1,812;20,893;1,775;16,075;UZ_2.23(3)_R3_100x_008_ED & 004
Farun;UZ_2.23(3)_R304;23;R3;7,603;1,931;10,498;1,423;12,103;UZ_2.23(3)_R3_100x_021_ED & 005
Farun;UZ_2.23(3)_R305;23;R3;7,492;2,13;15,042;1,63;12,643;UZ_2.23(3)_R3_100x_012_ED & 007
Farun;UZ_2.23(3)_R306;23;R3;8,259;2,35;16,481;1,63;15,247;UZ_2.23(3)_R3_100x_013_ED & 009
Farun;UZ_2.23(3)_R307;23;R3;7,801;1,755;17,446;1,948;11,26;UZ_2.23(3)_R3_100x_013 & 010
Farun;UZ_2.23(3)_R308;23;R3;7,825;1,981;17,338;1,56;12,97;UZ_2.23(3)_R3_100x_020 & 011
Farun;UZ_2.23(3)_R309;23;R3;9,164;2,155;15,603;1,726;18,17;UZ_2.23(3)_R3_100x_020 & 014
Farun;UZ_2.23(3)_R310;23;R3;8,421;1,801;12,423;1,927;15,127;UZ_2.23(3)_R3_100x_022_ED & 015
Farun;UZ_2.23(4)_R101;24;R1;7,352;1,816;17,145;1,765;11,655;UZ_2.23(4)_R1_100x_001_ED & 002
Farun;UZ_2.23(4)_R102;24;R1;8,162;1,867;16,71;1,202;15,43;UZ_2.23(4)_R1_100x_018 & 002
Farun;UZ_2.23(4)_R103;24;R1;6,081;1,936;14,711;1,491;10,742;UZ_2.23(4)_R1_100x_004 & 003
Farun;UZ_2.23(4)_R104;24;R1;7,758;1,736;18,024;2,056;12,427;UZ_2.23(4)_R1_100x_006 & 003
Farun;UZ_2.23(4)_R105;24;R1;8,879;1,869;36,881;2,025;16,151;UZ_2.23(4)_R1_100x_007_ED & 005
Farun;UZ_2.23(4)_R106;24;R1;7,136;1,708;18,792;2,628;11,603;UZ_2.23(4)_R1_100x_011 & 008
Farun;UZ_2.23(4)_R107;24;R1;8,044;1,979;27,206;1,649;13,491;UZ_2.23(4)_R1_100x_013 & 008
Farun;UZ_2.23(4)_R108;24;R1;6,505;1,855;25,32;1,634;11,142;UZ_2.23(4)_R1_100x_014_ED & 010
Farun;UZ_2.23(4)_R109;24;R1;6,711;2,062;21,196;1,586;11,126;UZ_2.23(4)_R1_100x_016 & 012
Farun;UZ_2.23(4)_R110;24;R1;7,814;1,954;20,902;1,777;12,595;UZ_2.23(4)_R1_100x_017 & 015
Farun;UZ_2.23(4)_R201;24;R2;6,973;1,772;35,263;2,103;11,13;UZ_2.23(4)_R2_100x_001 & 004
Farun;UZ_2.23(4)_R202;24;R2;8,149;2,306;18,597;1,783;15,479;UZ_2.23(4)_R2_100x_002_ED & 006
Farun;UZ_2.23(4)_R203;24;R2;7,537;1,952;9,964;1,301;14,36;UZ_2.23(4)_R2_100x_003 & 009
Farun;UZ_2.23(4)_R204;24;R2;7,788;2,136;11,985;1,448;14,559;UZ_2.23(4)_R2_100x_005 & 010
Farun;UZ_2.23(4)_R205;24;R2;7,201;1,737;19,385;1,217;11,879;UZ_2.23(4)_R2_100x_006_ED & 010
Farun;UZ_2.23(4)_R206;24;R2;7,259;2,048;15,108;1,211;12,839;UZ_2.23(4)_R2_100x_008_ED & 012
Farun;UZ_2.23(4)_R207;24;R2;7,957;1,735;11,268;1,417;13,651;UZ_2.23(4)_R2_100x_016 & 013
Farun;UZ_2.23(4)_R208;24;R2;8,777;1,657;13,152;1,212;13,379;UZ_2.23(4)_R2_100x_011 & 013
Farun;UZ_2.23(4)_R209;24;R2;8,506;1,742;17,394;2,162;14,211;UZ_2.23(4)_R2_100x_011 & 014
Farun;UZ_2.23(4)_R210;24;R2;6,943;1,774;22,478;1,455;11,386;UZ_2.23(4)_R2_100x_017_ED & 015
Farun;UZ_2.23(4)_R301;24;R3;8,026;2,181;16,648;1,807;16,552;UZ_2.23(4)_R3_100x_001_ED & 008
Farun;UZ_2.23(4)_R302;24;R3;10,437;1,73;14,305;1,754;19,068;UZ_2.23(4)_R3_100x_002 & 008
Farun;UZ_2.23(4)_R303;24;R3;8,48;2,133;10,101;1,397;16,147;UZ_2.23(4)_R3_100x_003 & 011
Farun;UZ_2.23(4)_R304;24;R3;7,316;1,835;11,823;1,169;10,986;UZ_2.23(4)_R3_100x_005 & 011
Farun;UZ_2.23(4)_R305;24;R3;6,74;1,975;22,297;1,551;11,442;UZ_2.23(4)_R3_100x_006 & 012
Farun;UZ_2.23(4)_R306;24;R3;9,262;1,736;38,811;1,721;17,368;UZ_2.23(4)_R3_100x_006 & 013
Farun;UZ_2.23(4)_R307;24;R3;7,028;1,567;20,215;1,587;10,246;UZ_2.23(4)_R3_100x_007 & 015
Farun;UZ_2.23(4)_R308;24;R3;8,33;2,195;16,598;1,695;15,663;UZ_2.23(4)_R3_100x_009 & 016
Farun;UZ_2.23(4)_R309;24;R3;7,336;2,048;23,261;1,626;12,703;UZ_2.23(4)_R3_100x_010 & 017
Farun;UZ_2.23(4)_R310;24;R3;6,57;2,254;26,034;1,641;11,855;UZ_2.23(4)_R3_100x_014_ED & 017
